,value
cross_validation_auprc,0.13980382722583462
selected_validation_threshold,0.40045755644631614
validation_recall,0.8082736674622116
validation_precision,0.103789968331801
validation_false_positive_rate,0.6885644768856448
test_auprc,0.1370871156986565
test_auroc,0.6278073149049882
test_recall,0.8281622911694511
test_precision,0.10634385534783941
test_false_positive_rate,0.6866023075111843
test_f2,0.3512856853614092
tree_depth,12.0
number_of_leaves,75.0
