learning_rate,selected_iterations,best_iteration_zero_based,early_stop_auprc,early_stop_auroc,early_stop_brier_score
0.1,155,154,0.16017054582735052,0.6437564296284217,0.08512606013314998
0.08,74,73,0.15811755774193267,0.6449682790541138,0.08517903188391511
0.03,377,376,0.1580207111240551,0.6443061032244857,0.08518099458882153
0.05,89,88,0.1557893998537251,0.6432433604599321,0.0854382548698155
0.02,25,24,0.15493500641543356,0.6347970189076615,0.14341974706688398
