feature,importance
cat__diag_3_286,6.839965890450738e-05
cat__diag_2_515,6.59717831724941e-05
cat__diag_2_591,6.503298943546345e-05
cat__diag_1_157,6.491450460678921e-05
cat__diag_1_241,6.463651802581046e-05
cat__diag_3_250.4,6.383180526879315e-05
cat__diag_2_250.92,6.207518704358347e-05
cat__glimepiride_Up,6.105615590543745e-05
cat__medical_specialty_Anesthesiology-Pediatric,6.048485331379578e-05
cat__diag_3_782,6.0359424861625444e-05
cat__diag_3_578,5.8620746402985423e-05
cat__diag_2_426,5.751995530617839e-05
cat__diag_2_453,5.660039544516985e-05
cat__diag_1_218,5.651527562626687e-05
cat__diag_1_250.81,5.382146672095903e-05
cat__diag_3_535,5.3250442992972024e-05
cat__diag_3_162,5.1941163886625e-05
cat__diag_3_515,5.1528852984245484e-05
cat__diag_2_799,5.1354559157917576e-05
cat__diag_1_681,5.043148428385322e-05
cat__diag_1_995,5.0229766074875895e-05
cat__diag_1_813,4.8629092364499205e-05
cat__diag_2_250.8,4.8565089308622394e-05
cat__diag_3_794,4.7507503434945144e-05
cat__diag_3_404,4.647915087744339e-05
cat__diag_2_465,4.620800527033618e-05
cat__diag_1_852,4.61147066585286e-05
cat__diag_3_562,4.605329727801971e-05
cat__diag_3_730,4.584367133079397e-05
cat__diag_2_578,4.476311784080119e-05
cat__diag_2_722,4.4167633272895344e-05
cat__diag_1_490,4.399620668813135e-05
cat__diag_2_292,4.398102393543298e-05
cat__diag_1_515,4.3629544663752534e-05
cat__diag_1_658,4.276566621183449e-05
cat__diag_1_188,4.240228066229912e-05
cat__diag_1_250.12,4.223391053689112e-05
cat__diag_1_569,4.167137026566949e-05
cat__diag_3_250.03,4.131580242442247e-05
cat__diag_1_250.03,4.0364190599197715e-05
cat__diag_3_581,4.0150830744519196e-05
cat__diag_1_250.92,3.9960809125516774e-05
cat__diag_3_716,3.946583844633389e-05
cat__medical_specialty_Neurology,3.909519735870162e-05
cat__diag_3_426,3.8408773485515894e-05
cat__diag_2_250.43,3.822003025833054e-05
cat__diag_3_997,3.818000082300193e-05
cat__diag_3_V10,3.7828907678974074e-05
cat__age_[0-10),3.7727678316422494e-05
cat__diag_3_8,3.761554947939158e-05
cat__diag_3_250.52,3.761262064211204e-05
cat__diag_2_250.81,3.739891385096137e-05
cat__diag_1_413,3.668401829256762e-05
cat__diag_1_618,3.660016311231243e-05
cat__diag_1_782,3.612223883172996e-05
cat__diag_1_294,3.567809638873887e-05
cat__medical_specialty_Surgery-Cardiovascular,3.488778363162059e-05
cat__diag_3_218,3.444241436644717e-05
cat__diag_1_274,3.439271909046883e-05
cat__diag_2_581,3.402460909495058e-05
cat__diag_2_625,3.322023881153454e-05
cat__diag_3_593,3.274897286463199e-05
cat__diag_1_808,3.1973696752223896e-05
cat__diag_3_715,3.096463458221568e-05
cat__repaglinide_Up,3.09470115401743e-05
cat__diag_2_278,3.068281939235487e-05
cat__diag_3_112,3.065198601238886e-05
cat__diag_1_626,3.05903256038648e-05
cat__diag_3_440,3.003417112771339e-05
cat__diag_3_784,3.0007453102726223e-05
cat__diag_1_575,2.9203462053429265e-05
cat__diag_1_576,2.913123347137439e-05
cat__diag_3_275,2.7989296531562867e-05
cat__diag_2_112,2.7889704163023626e-05
cat__diag_3_564,2.711182115054647e-05
cat__diag_1_220,2.7007678348104008e-05
cat__diag_1_250.42,2.6894810671005074e-05
cat__diag_1_557,2.6828995570614245e-05
cat__diag_2_250.11,2.6445316688351773e-05
cat__medical_specialty_Pediatrics-Endocrinology,2.607444219957361e-05
cat__glimepiride_Down,2.6054940844164263e-05
cat__diag_3_995,2.584335689588144e-05
cat__acarbose_Steady,2.5549961023278838e-05
cat__diag_3_577,2.5484080746032926e-05
cat__diag_1_191,2.5414194349150662e-05
cat__diag_3_553,2.5128182681307575e-05
cat__diag_3_410,2.481958684147235e-05
cat__diag_2_535,2.4172667912952866e-05
cat__diag_1_790,2.4076554661291825e-05
cat__acarbose_No,2.3810692815548137e-05
cat__diag_1_807,2.362457925587041e-05
cat__diag_1_540,2.339655065909107e-05
cat__diag_3_304,2.3359183680142844e-05
cat__diag_1_227,2.3222586393676454e-05
cat__diag_1_42,2.3036158057380028e-05
cat__diag_1_784,2.285586261800407e-05
cat__diag_3_558,2.2700355962658607e-05
cat__diag_2_733,2.2429653921843346e-05
cat__diag_1_239,2.2329323570157294e-05
cat__diag_3_250.92,2.2130195614983365e-05
cat__diag_2_562,2.1949371235656615e-05
cat__diag_3_250.42,2.1598373608547676e-05
cat__diag_1_805,2.1241709642615164e-05
cat__diag_1_730,2.1180203281087215e-05
cat__diag_1_728,2.1017450681224174e-05
cat__diag_1_420,2.1000797532890364e-05
cat__diag_3_574,2.09582836713986e-05
cat__diag_3_288,2.079071219879694e-05
cat__diag_2_590,2.0539117450327277e-05
cat__diag_3_203,2.030035288774062e-05
cat__diag_2_E888,1.9839415384527994e-05
cat__diag_3_591,1.9579526125152017e-05
cat__diag_3_433,1.898449160173627e-05
cat__diag_2_V62,1.8755401773882656e-05
cat__diag_2_E885,1.8731781246879405e-05
cat__diag_1_625,1.858579431232262e-05
cat__diag_2_618,1.8078365105425834e-05
cat__medical_specialty_Pediatrics-CriticalCare,1.7563782334408587e-05
cat__diag_1_721,1.7478363483545364e-05
cat__diag_2_263,1.709789566223728e-05
cat__diag_1_711,1.6989296692168676e-05
cat__diag_2_309,1.6842783033097657e-05
cat__diag_2_294,1.6564587872753084e-05
cat__diag_2_296,1.6287829390643246e-05
cat__diag_2_250.13,1.6271580317572473e-05
cat__diag_1_292,1.6211850346037556e-05
cat__rosiglitazone_Up,1.58515516277609e-05
cat__diag_3_198,1.5580218655914687e-05
cat__diag_1_654,1.542378272949268e-05
cat__diag_3_E888,1.5257492261616604e-05
cat__diag_2_444,1.5126903512577969e-05
cat__diag_3_345,1.4906803833281709e-05
cat__diag_3_250.5,1.454352563232747e-05
cat__diag_3_263,1.4474916672149547e-05
cat__diag_1_441,1.4215825035102233e-05
cat__diag_1_660,1.3841859882226294e-05
cat__diag_1_112,1.3429267239589429e-05
cat__diag_3_E935,1.3424607131007658e-05
cat__diag_2_V15,1.3320289732306217e-05
cat__diag_3_250.7,1.315047157161007e-05
cat__diag_3_618,1.3104338328087995e-05
cat__diag_3_397,1.2880826507447649e-05
cat__diag_1_478,1.2864965822006633e-05
cat__diag_2_153,1.283283918611448e-05
cat__diag_2_286,1.274107955046197e-05
cat__diag_3_211,1.2632692790335115e-05
cat__diag_1_537,1.2511883990454992e-05
cat__diag_2_434,1.2418408010444575e-05
cat__diag_2_558,1.2407271518519189e-05
cat__diag_3_255,1.2272977074298413e-05
cat__diag_2_438,1.2108159808132927e-05
cat__diag_2_288,1.2038206226762535e-05
cat__diag_1_425,1.1989222722295127e-05
cat__diag_2_572,1.1984185420771001e-05
cat__diag_2_721,1.1981367075274264e-05
cat__diag_2_150,1.190716435279967e-05
cat__diag_3_733,1.1707399056314164e-05
cat__diag_3_E878,1.1610856484877769e-05
cat__diag_2_348,1.1557101857683068e-05
cat__diag_1_487,1.1535823964369472e-05
cat__diag_1_189,1.1430228778603494e-05
cat__medical_specialty_Hematology,1.1237000942965928e-05
cat__diag_3_V43,1.1218611466607785e-05
cat__diag_3_196,1.0932513542534106e-05
cat__diag_3_300,1.0811762470010412e-05
cat__diag_2_V10,1.0286653871872645e-05
cat__diag_3_416,1.0075152227971106e-05
cat__diag_1_211,9.998764638348955e-06
cat__diag_1_290,9.453275296339133e-06
cat__medical_specialty_Podiatry,9.317092234339816e-06
cat__diag_2_8,9.253847134515305e-06
cat__diag_1_473,9.10318695563085e-06
cat__diag_1_423,8.882909205898277e-06
cat__diag_2_300,8.86087173593484e-06
cat__diag_3_V54,8.736530940537425e-06
cat__diag_2_507,8.641476085188883e-06
cat__diag_1_726,8.608354644123385e-06
cat__diag_1_788,8.223970848126852e-06
