feature,importance
cat__diag_3_917,0.0
cat__diag_3_916,0.0
cat__diag_3_915,0.0
cat__diag_3_913,0.0
cat__diag_3_912,0.0
cat__diag_3_911,0.0
cat__diag_3_910,0.0
cat__diag_3_909,0.0
cat__diag_3_908,0.0
cat__diag_3_907,0.0
cat__diag_3_906,0.0
cat__diag_3_905,0.0
cat__diag_3_9,0.0
cat__diag_3_893,0.0
cat__diag_3_892,0.0
cat__diag_3_891,0.0
cat__diag_3_E920,0.0
cat__diag_3_E924,0.0
cat__diag_3_445,0.0
cat__glyburide_Up,0.0
cat__troglitazone_No,0.0
cat__miglitol_Steady,0.0
cat__miglitol_No,0.0
cat__miglitol_Down,0.0
cat__acarbose_Up,0.0
cat__medical_specialty_InfectiousDiseases,0.0
cat__acarbose_No,0.0
cat__rosiglitazone_Up,0.0
cat__rosiglitazone_Down,0.0
cat__pioglitazone_Up,0.0
cat__pioglitazone_Down,0.0
cat__tolbutamide_Steady,0.0
cat__tolbutamide_No,0.0
cat__glipizide_Up,0.0
cat__max_glu_serum_>200,0.0
cat__acetohexamide_Steady,0.0
cat__acetohexamide_No,0.0
cat__glimepiride_Up,0.0
cat__glimepiride_Steady,0.0
cat__glimepiride_Down,0.0
cat__chlorpropamide_Up,0.0
cat__chlorpropamide_Steady,0.0
cat__nateglinide_Up,0.0
cat__nateglinide_Down,0.0
cat__repaglinide_Up,0.0
cat__repaglinide_Steady,0.0
cat__repaglinide_Down,0.0
cat__medical_specialty_Neurology,0.0
cat__troglitazone_Steady,0.0
cat__tolazamide_No,0.0
cat__tolazamide_Steady,0.0
cat__examide_No,0.0
cat__race_group_Missing,0.0
cat__medical_specialty_AllergyandImmunology,0.0
cat__medical_specialty_Anesthesiology,0.0
cat__medical_specialty_Anesthesiology-Pediatric,0.0
cat__medical_specialty_Cardiology-Pediatric,0.0
cat__medical_specialty_DCPTEAM,0.0
cat__medical_specialty_Dentistry,0.0
cat__primary_diagnosis_Digestive,0.0
cat__medical_specialty_Dermatology,0.0
cat__hba1c_group_Normal result of the test,0.0
cat__medical_specialty_Endocrinology-Metabolism,0.0
cat__medical_specialty_Gastroenterology,0.0
cat__change_No,0.0
cat__change_Ch,0.0
cat__metformin-pioglitazone_No,0.0
cat__metformin-rosiglitazone_Steady,0.0
cat__metformin-rosiglitazone_No,0.0
cat__glimepiride-pioglitazone_No,0.0
cat__glipizide-metformin_Steady,0.0
cat__glipizide-metformin_No,0.0
cat__glyburide-metformin_Up,0.0
cat__glyburide-metformin_Steady,0.0
cat__medical_specialty_Gynecology,0.0
cat__glyburide-metformin_Down,0.0
cat__medical_specialty_Hematology,0.0
cat__medical_specialty_Hospitalist,0.0
cat__citoglipton_No,0.0
cat__max_glu_serum_>300,0.0
cat__diag_3_V86,0.0
cat__diag_3_E927,0.0
cat__diag_3_E943,0.0
cat__diag_3_V08,0.0
cat__diag_3_V07,0.0
cat__diag_3_V03,0.0
cat__diag_3_V02,0.0
cat__diag_3_V01,0.0
cat__diag_3_E980,0.0
cat__diag_3_E965,0.0
cat__diag_3_E956,0.0
cat__diag_3_E950,0.0
cat__diag_3_E949,0.0
cat__diag_3_E947,0.0
cat__diag_3_E946,0.0
cat__diag_3_E944,0.0
cat__diag_3_E942,0.0
cat__diag_3_V85,0.0
cat__diag_3_E941,0.0
cat__diag_3_E939,0.0
cat__diag_3_E938,0.0
cat__diag_3_E937,0.0
cat__diag_3_E936,0.0
cat__diag_3_E935,0.0
cat__diag_3_E934,0.0
cat__diag_3_E933,0.0
cat__diag_3_E932,0.0
cat__diag_3_E931,0.0
cat__diag_3_E930,0.0
cat__diag_3_E929,0.0
cat__diag_3_E928,0.0
cat__diag_3_V09,0.0
cat__medical_specialty_Neurophysiology,0.0
cat__diag_3_V11,0.0
cat__diag_3_V12,0.0
cat__diag_3_V72,0.0
cat__diag_3_V70,0.0
cat__diag_3_V66,0.0
cat__diag_3_V65,0.0
cat__diag_3_V63,0.0
cat__diag_3_V62,0.0
cat__diag_3_V61,0.0
cat__diag_3_V60,0.0
cat__diag_3_V58,0.0
cat__diag_3_V57,0.0
cat__diag_3_V55,0.0
cat__diag_3_V54,0.0
cat__diag_3_V53,0.0
cat__diag_3_V49,0.0
cat__diag_3_V46,0.0
cat__diag_3_V45,0.0
cat__diag_3_V44,0.0
cat__diag_3_V42,0.0
cat__diag_3_V27,0.0
cat__diag_3_V25,0.0
cat__diag_3_V23,0.0
cat__diag_3_V18,0.0
cat__diag_3_V17,0.0
cat__diag_3_V16,0.0
cat__diag_3_V15,0.0
cat__diag_3_V14,0.0
cat__diag_3_V13,0.0
cat__diag_3_825,0.0
cat__diag_3_824,0.0
cat__diag_3_823,0.0
cat__diag_3_566,0.0
cat__diag_3_579,0.0
cat__diag_3_578,0.0
cat__diag_3_577,0.0
cat__diag_3_576,0.0
cat__diag_3_575,0.0
cat__diag_3_574,0.0
cat__diag_3_573,0.0
cat__diag_3_572,0.0
cat__diag_3_570,0.0
cat__diag_3_57,0.0
cat__diag_3_569,0.0
cat__diag_3_568,0.0
cat__diag_3_567,0.0
cat__diag_3_565,0.0
cat__diag_3_537,0.0
cat__diag_3_564,0.0
cat__diag_3_562,0.0
cat__diag_3_560,0.0
cat__diag_3_558,0.0
cat__diag_3_557,0.0
cat__diag_3_556,0.0
cat__diag_3_555,0.0
cat__diag_3_553,0.0
cat__diag_3_552,0.0
cat__diag_3_550,0.0
cat__diag_3_543,0.0
cat__diag_3_542,0.0
cat__diag_3_540,0.0
cat__diag_3_580,0.0
cat__diag_3_582,0.0
cat__diag_3_583,0.0
cat__diag_3_584,0.0
cat__diag_3_620,0.0
cat__diag_3_619,0.0
cat__diag_3_618,0.0
cat__diag_3_617,0.0
cat__diag_3_616,0.0
cat__diag_3_614,0.0
cat__diag_3_611,0.0
cat__diag_3_610,0.0
cat__diag_3_608,0.0
cat__diag_3_607,0.0
cat__diag_3_605,0.0
cat__diag_3_604,0.0
cat__diag_3_602,0.0
cat__diag_3_601,0.0
cat__diag_3_600,0.0
cat__diag_3_598,0.0
cat__diag_3_597,0.0
cat__diag_3_596,0.0
cat__diag_3_595,0.0
cat__diag_3_594,0.0
cat__diag_3_593,0.0
cat__diag_3_592,0.0
cat__diag_3_591,0.0
cat__diag_3_590,0.0
cat__diag_3_588,0.0
cat__diag_3_586,0.0
cat__diag_3_585,0.0
cat__diag_3_54,0.0
cat__medical_specialty_Orthopedics,0.0
cat__diag_3_821,0.0
cat__diag_3_463,0.0
cat__diag_3_486,0.0
cat__diag_3_484,0.0
cat__diag_3_482,0.0
cat__diag_3_481,0.0
cat__diag_3_478,0.0
cat__diag_3_477,0.0
cat__diag_3_473,0.0
cat__diag_3_472,0.0
cat__diag_3_470,0.0
cat__diag_3_47,0.0
cat__medical_specialty_Pathology,0.0
cat__diag_3_465,0.0
cat__diag_3_464,0.0
cat__diag_3_462,0.0
cat__diag_3_534,0.0
cat__diag_3_461,0.0
cat__diag_3_460,0.0
cat__diag_3_459,0.0
cat__diag_3_458,0.0
cat__diag_3_457,0.0
cat__diag_3_456,0.0
cat__diag_3_455,0.0
cat__diag_3_454,0.0
cat__diag_3_453,0.0
cat__diag_3_452,0.0
cat__diag_3_451,0.0
cat__diag_3_447,0.0
cat__diag_3_446,0.0
cat__diag_3_487,0.0
cat__diag_3_490,0.0
cat__medical_specialty_OutreachServices,0.0
cat__diag_3_494,0.0
cat__diag_3_533,0.0
cat__diag_3_532,0.0
cat__diag_3_531,0.0
cat__diag_3_53,0.0
cat__diag_3_529,0.0
cat__diag_2_801,0.0
cat__diag_3_527,0.0
cat__diag_3_525,0.0
cat__diag_3_524,0.0
cat__diag_3_523,0.0
cat__diag_3_522,0.0
cat__diag_3_519,0.0
cat__medical_specialty_Osteopath,0.0
cat__diag_3_517,0.0
cat__diag_3_516,0.0
cat__diag_3_515,0.0
cat__diag_3_514,0.0
cat__diag_3_512,0.0
cat__diag_3_511,0.0
cat__diag_3_510,0.0
cat__diag_3_508,0.0
cat__diag_3_507,0.0
cat__diag_3_506,0.0
cat__diag_3_501,0.0
cat__diag_3_500,0.0
cat__diag_3_5,0.0
cat__diag_3_495,0.0
cat__diag_3_621,0.0
cat__diag_3_622,0.0
cat__diag_3_623,0.0
cat__diag_3_745,0.0
cat__diag_3_781,0.0
cat__diag_3_78,0.0
cat__diag_3_759,0.0
cat__diag_3_758,0.0
cat__diag_3_756,0.0
cat__diag_3_755,0.0
cat__diag_3_754,0.0
cat__diag_3_753,0.0
cat__diag_3_752,0.0
cat__diag_3_751,0.0
cat__diag_3_750,0.0
cat__diag_3_747,0.0
cat__diag_3_746,0.0
cat__diag_3_744,0.0
cat__diag_3_624,0.0
cat__diag_3_742,0.0
cat__diag_3_741,0.0
cat__diag_3_738,0.0
cat__diag_3_737,0.0
cat__diag_3_736,0.0
cat__diag_3_735,0.0
cat__diag_3_734,0.0
cat__diag_3_733,0.0
cat__diag_3_731,0.0
cat__diag_3_730,0.0
cat__diag_3_729,0.0
cat__diag_3_727,0.0
cat__diag_3_726,0.0
cat__diag_3_782,0.0
cat__diag_3_785,0.0
cat__diag_3_786,0.0
cat__diag_3_787,0.0
cat__diag_3_820,0.0
cat__diag_3_816,0.0
cat__diag_3_815,0.0
cat__diag_3_814,0.0
cat__diag_3_813,0.0
cat__diag_3_812,0.0
cat__diag_3_811,0.0
cat__diag_3_810,0.0
cat__diag_3_808,0.0
cat__diag_3_807,0.0
cat__diag_3_805,0.0
cat__diag_3_802,0.0
cat__diag_3_801,0.0
cat__diag_3_800,0.0
cat__diag_3_8,0.0
cat__diag_3_799,0.0
cat__diag_3_797,0.0
cat__diag_3_796,0.0
cat__diag_3_795,0.0
cat__diag_3_794,0.0
cat__diag_3_793,0.0
cat__diag_3_792,0.0
cat__diag_3_791,0.0
cat__diag_3_790,0.0
cat__diag_3_79,0.0
cat__diag_3_789,0.0
cat__diag_3_788,0.0
cat__diag_3_725,0.0
cat__medical_specialty_Obstetrics,0.0
cat__diag_3_723,0.0
cat__diag_3_685,0.0
cat__diag_3_681,0.0
cat__diag_3_680,0.0
cat__diag_3_674,0.0
cat__diag_3_670,0.0
cat__diag_3_665,0.0
cat__diag_3_664,0.0
cat__diag_3_663,0.0
cat__diag_3_661,0.0
cat__diag_3_659,0.0
cat__diag_3_658,0.0
cat__diag_3_657,0.0
cat__diag_3_656,0.0
cat__diag_3_655,0.0
cat__diag_3_654,0.0
cat__diag_3_653,0.0
cat__diag_3_652,0.0
cat__diag_3_649,0.0
cat__diag_3_648,0.0
cat__diag_3_647,0.0
cat__diag_3_646,0.0
cat__diag_3_644,0.0
cat__diag_3_643,0.0
cat__diag_3_642,0.0
cat__diag_3_641,0.0
cat__diag_3_627,0.0
cat__diag_3_626,0.0
cat__diag_3_625,0.0
cat__diag_3_684,0.0
cat__diag_3_686,0.0
cat__diag_3_722,0.0
cat__diag_3_692,0.0
cat__diag_3_721,0.0
cat__diag_3_720,0.0
cat__diag_3_719,0.0
cat__diag_3_718,0.0
cat__diag_3_717,0.0
cat__diag_3_716,0.0
cat__diag_3_714,0.0
cat__diag_3_713,0.0
cat__diag_3_712,0.0
cat__diag_3_711,0.0
cat__diag_3_710,0.0
cat__diag_3_709,0.0
cat__diag_3_708,0.0
cat__diag_3_706,0.0
cat__diag_3_705,0.0
cat__diag_3_704,0.0
cat__diag_3_703,0.0
cat__diag_3_702,0.0
cat__diag_3_701,0.0
cat__diag_3_70,0.0
cat__diag_3_7,0.0
cat__diag_3_698,0.0
cat__diag_3_697,0.0
cat__diag_3_696,0.0
cat__diag_3_695,0.0
cat__diag_3_694,0.0
cat__diag_3_693,0.0
cat__diag_2_802,0.0
cat__medical_specialty_Radiology,0.0
cat__diag_2_800,0.0
cat__diag_1_61,0.0
cat__diag_1_656,0.0
cat__diag_1_655,0.0
cat__diag_1_654,0.0
cat__diag_1_653,0.0
cat__diag_1_652,0.0
cat__diag_1_649,0.0
cat__diag_1_152,0.0
cat__diag_1_647,0.0
cat__diag_1_646,0.0
cat__diag_1_645,0.0
cat__diag_1_643,0.0
cat__diag_1_153,0.0
cat__diag_1_641,0.0
cat__diag_1_637,0.0
cat__diag_1_634,0.0
cat__diag_1_633,0.0
cat__diag_1_627,0.0
cat__diag_1_626,0.0
cat__diag_1_625,0.0
cat__diag_1_623,0.0
cat__diag_1_622,0.0
cat__diag_1_621,0.0
cat__diag_1_620,0.0
cat__diag_1_619,0.0
cat__diag_1_617,0.0
cat__diag_1_616,0.0
cat__diag_1_615,0.0
cat__diag_1_614,0.0
cat__diag_1_611,0.0
cat__diag_1_657,0.0
cat__diag_1_658,0.0
cat__diag_1_659,0.0
cat__diag_1_686,0.0
cat__diag_1_705,0.0
cat__diag_1_704,0.0
cat__diag_1_703,0.0
cat__diag_1_700,0.0
cat__diag_1_70,0.0
cat__diag_1_7,0.0
cat__diag_1_696,0.0
cat__diag_1_695,0.0
cat__diag_1_694,0.0
cat__diag_1_693,0.0
cat__diag_1_692,0.0
cat__diag_1_691,0.0
cat__diag_1_690,0.0
cat__diag_1_685,0.0
cat__diag_1_66,0.0
cat__diag_1_684,0.0
cat__diag_1_683,0.0
cat__diag_1_151,0.0
cat__diag_1_681,0.0
cat__diag_1_680,0.0
cat__diag_1_674,0.0
cat__diag_1_671,0.0
cat__diag_1_669,0.0
cat__diag_1_665,0.0
cat__diag_1_664,0.0
cat__diag_1_663,0.0
cat__diag_1_661,0.0
cat__diag_1_660,0.0
cat__diag_1_610,0.0
cat__diag_1_608,0.0
cat__diag_1_708,0.0
cat__diag_1_607,0.0
cat__diag_1_568,0.0
cat__diag_1_565,0.0
cat__diag_1_564,0.0
cat__diag_1_560,0.0
cat__diag_1_158,0.0
cat__diag_1_557,0.0
cat__diag_1_556,0.0
cat__diag_1_555,0.0
cat__diag_1_553,0.0
cat__diag_1_552,0.0
cat__diag_1_551,0.0
cat__diag_1_550,0.0
cat__diag_1_542,0.0
cat__diag_1_541,0.0
cat__diag_1_160,0.0
cat__diag_1_54,0.0
cat__diag_1_537,0.0
cat__diag_1_536,0.0
cat__diag_1_535,0.0
cat__diag_1_534,0.0
cat__diag_1_533,0.0
cat__diag_1_532,0.0
cat__diag_1_531,0.0
cat__diag_1_161,0.0
cat__diag_1_529,0.0
cat__diag_1_528,0.0
cat__diag_1_527,0.0
cat__diag_1_526,0.0
cat__diag_1_524,0.0
cat__diag_1_156,0.0
cat__diag_1_57,0.0
cat__diag_1_570,0.0
cat__diag_1_588,0.0
cat__diag_1_605,0.0
cat__diag_1_604,0.0
cat__diag_1_603,0.0
cat__diag_1_602,0.0
cat__diag_1_601,0.0
cat__diag_1_598,0.0
cat__diag_1_596,0.0
cat__diag_1_595,0.0
cat__diag_1_594,0.0
cat__diag_1_593,0.0
cat__diag_1_592,0.0
cat__diag_1_591,0.0
cat__diag_1_590,0.0
cat__diag_1_586,0.0
cat__diag_1_571,0.0
cat__diag_1_585,0.0
cat__diag_1_583,0.0
cat__diag_1_582,0.0
cat__diag_1_581,0.0
cat__diag_1_580,0.0
cat__diag_1_579,0.0
cat__diag_1_578,0.0
cat__diag_1_577,0.0
cat__diag_1_576,0.0
cat__diag_1_575,0.0
cat__diag_1_574,0.0
cat__diag_1_573,0.0
cat__diag_1_155,0.0
cat__diag_1_706,0.0
cat__diag_1_709,0.0
cat__diag_1_521,0.0
cat__diag_1_816,0.0
cat__diag_1_864,0.0
cat__diag_1_863,0.0
cat__diag_1_861,0.0
cat__diag_1_860,0.0
cat__diag_1_854,0.0
cat__diag_1_853,0.0
cat__diag_1_851,0.0
cat__diag_1_848,0.0
cat__diag_1_847,0.0
cat__diag_1_846,0.0
cat__diag_1_845,0.0
cat__diag_1_844,0.0
cat__diag_1_843,0.0
cat__diag_1_842,0.0
cat__diag_1_840,0.0
cat__diag_1_839,0.0
cat__diag_1_838,0.0
cat__diag_1_837,0.0
cat__diag_1_836,0.0
cat__diag_1_835,0.0
cat__diag_1_834,0.0
cat__diag_1_833,0.0
cat__diag_1_831,0.0
cat__diag_1_826,0.0
cat__diag_1_825,0.0
cat__diag_1_823,0.0
cat__diag_1_822,0.0
cat__diag_1_821,0.0
cat__diag_1_82,0.0
cat__diag_1_865,0.0
cat__diag_1_866,0.0
cat__diag_1_867,0.0
cat__diag_1_892,0.0
cat__diag_1_921,0.0
cat__diag_1_920,0.0
cat__diag_1_916,0.0
cat__diag_1_915,0.0
cat__diag_1_914,0.0
cat__diag_1_913,0.0
cat__diag_1_911,0.0
cat__diag_1_906,0.0
cat__diag_1_904,0.0
cat__diag_1_903,0.0
cat__diag_1_9,0.0
cat__diag_1_897,0.0
cat__diag_1_893,0.0
cat__diag_1_891,0.0
cat__diag_1_868,0.0
cat__diag_1_890,0.0
cat__diag_1_886,0.0
cat__diag_1_885,0.0
cat__diag_1_883,0.0
cat__diag_1_882,0.0
cat__diag_1_881,0.0
cat__diag_1_880,0.0
cat__diag_1_88,0.0
cat__diag_1_879,0.0
cat__diag_1_875,0.0
cat__diag_1_873,0.0
cat__diag_1_871,0.0
cat__diag_1_870,0.0
cat__diag_1_817,0.0
cat__diag_1_815,0.0
cat__diag_1_710,0.0
cat__diag_1_814,0.0
cat__diag_1_759,0.0
cat__diag_1_753,0.0
cat__diag_1_751,0.0
cat__diag_1_75,0.0
cat__diag_1_747,0.0
cat__diag_1_746,0.0
cat__diag_1_745,0.0
cat__diag_1_738,0.0
cat__diag_1_737,0.0
cat__diag_1_736,0.0
cat__diag_1_734,0.0
cat__diag_1_733,0.0
cat__diag_1_732,0.0
cat__diag_1_148,0.0
cat__diag_1_728,0.0
cat__diag_1_727,0.0
cat__diag_1_726,0.0
cat__diag_1_725,0.0
cat__diag_1_724,0.0
cat__diag_1_723,0.0
cat__diag_1_149,0.0
cat__diag_1_720,0.0
cat__diag_1_719,0.0
cat__diag_1_718,0.0
cat__diag_1_717,0.0
cat__diag_1_716,0.0
cat__diag_1_150,0.0
cat__diag_1_714,0.0
cat__diag_1_711,0.0
cat__diag_1_78,0.0
cat__diag_1_780,0.0
cat__diag_1_781,0.0
cat__diag_1_796,0.0
cat__diag_1_812,0.0
cat__diag_1_810,0.0
cat__diag_1_808,0.0
cat__diag_1_807,0.0
cat__diag_1_806,0.0
cat__diag_1_805,0.0
cat__diag_1_803,0.0
cat__diag_1_802,0.0
cat__diag_1_801,0.0
cat__diag_1_800,0.0
cat__diag_1_8,0.0
cat__diag_1_799,0.0
cat__diag_1_797,0.0
cat__diag_1_795,0.0
cat__diag_1_782,0.0
cat__diag_1_794,0.0
cat__diag_1_793,0.0
cat__diag_1_792,0.0
cat__diag_1_791,0.0
cat__diag_1_790,0.0
cat__diag_1_79,0.0
cat__diag_1_789,0.0
cat__diag_1_788,0.0
cat__diag_1_787,0.0
cat__diag_1_146,0.0
cat__diag_1_785,0.0
cat__diag_1_147,0.0
cat__diag_1_783,0.0
cat__diag_1_522,0.0
cat__diag_1_52,0.0
cat__diag_1_923,0.0
cat__diag_1_253,0.0
cat__diag_1_3,0.0
cat__diag_1_299,0.0
cat__diag_1_298,0.0
cat__diag_1_297,0.0
cat__diag_1_296,0.0
cat__diag_1_294,0.0
cat__diag_1_293,0.0
cat__diag_1_292,0.0
cat__diag_1_291,0.0
cat__diag_1_290,0.0
cat__diag_1_289,0.0
cat__diag_1_288,0.0
cat__diag_1_287,0.0
cat__diag_1_286,0.0
cat__diag_1_284,0.0
cat__diag_1_283,0.0
cat__diag_1_282,0.0
cat__diag_1_281,0.0
cat__diag_1_280,0.0
cat__diag_1_277,0.0
cat__diag_1_275,0.0
cat__diag_1_274,0.0
cat__diag_1_273,0.0
cat__diag_1_272,0.0
cat__diag_1_27,0.0
cat__diag_1_266,0.0
cat__diag_1_263,0.0
cat__diag_1_262,0.0
cat__diag_1_261,0.0
cat__diag_1_300,0.0
cat__diag_1_301,0.0
cat__diag_1_303,0.0
cat__diag_1_324,0.0
cat__diag_1_342,0.0
cat__diag_1_341,0.0
cat__diag_1_340,0.0
cat__diag_1_34,0.0
cat__diag_1_338,0.0
cat__diag_1_337,0.0
cat__diag_1_336,0.0
cat__diag_1_335,0.0
cat__diag_1_334,0.0
cat__diag_1_333,0.0
cat__diag_1_332,0.0
cat__diag_1_331,0.0
cat__diag_1_327,0.0
cat__diag_1_323,0.0
cat__diag_1_304,0.0
cat__diag_1_322,0.0
cat__diag_1_320,0.0
cat__diag_1_318,0.0
cat__diag_1_314,0.0
cat__diag_1_312,0.0
cat__diag_1_311,0.0
cat__diag_1_310,0.0
cat__diag_1_31,0.0
cat__diag_1_309,0.0
cat__diag_1_308,0.0
cat__diag_1_307,0.0
cat__diag_1_306,0.0
cat__diag_1_305,0.0
cat__diag_1_255,0.0
cat__diag_1_252,0.0
cat__diag_1_187,0.0
cat__diag_1_251,0.0
cat__diag_1_241,0.0
cat__diag_1_240,0.0
cat__diag_1_239,0.0
cat__diag_1_238,0.0
cat__diag_1_237,0.0
cat__diag_1_236,0.0
cat__diag_1_235,0.0
cat__diag_1_233,0.0
cat__diag_1_230,0.0
cat__diag_1_229,0.0
cat__diag_1_228,0.0
cat__diag_1_227,0.0
cat__diag_1_226,0.0
cat__diag_1_225,0.0
cat__diag_1_223,0.0
cat__diag_1_220,0.0
cat__diag_1_219,0.0
cat__diag_1_217,0.0
cat__diag_1_215,0.0
cat__diag_1_214,0.0
cat__diag_1_212,0.0
cat__diag_1_210,0.0
cat__diag_1_208,0.0
cat__diag_1_205,0.0
cat__diag_1_204,0.0
cat__diag_1_202,0.0
cat__diag_1_201,0.0
cat__diag_1_200,0.0
cat__diag_1_199,0.0
cat__diag_1_242,0.0
cat__diag_1_244,0.0
cat__diag_1_245,0.0
cat__diag_1_250.4,0.0
cat__diag_1_250.92,0.0
cat__diag_1_250.91,0.0
cat__diag_1_250.9,0.0
cat__diag_1_250.81,0.0
cat__diag_1_188,0.0
cat__diag_1_189,0.0
cat__diag_1_250.53,0.0
cat__diag_1_250.52,0.0
cat__diag_1_250.51,0.0
cat__diag_1_250.5,0.0
cat__diag_1_250.43,0.0
cat__diag_1_250.42,0.0
cat__diag_1_250.41,0.0
cat__diag_1_250.33,0.0
cat__diag_1_246,0.0
cat__diag_1_250.32,0.0
cat__diag_1_250.31,0.0
cat__diag_1_250.3,0.0
cat__diag_1_250.23,0.0
cat__diag_1_250.22,0.0
cat__diag_1_250.21,0.0
cat__diag_1_250.13,0.0
cat__diag_1_192,0.0
cat__diag_1_250.11,0.0
cat__diag_1_250.1,0.0
cat__diag_1_193,0.0
cat__diag_1_250.01,0.0
cat__diag_1_194,0.0
cat__diag_1_344,0.0
cat__diag_1_347,0.0
cat__diag_1_519,0.0
cat__diag_1_174,0.0
cat__diag_1_470,0.0
cat__diag_1_47,0.0
cat__diag_1_465,0.0
cat__diag_1_464,0.0
cat__diag_1_463,0.0
cat__diag_1_462,0.0
cat__diag_1_461,0.0
cat__diag_1_459,0.0
cat__diag_1_458,0.0
cat__diag_1_456,0.0
cat__diag_1_454,0.0
cat__diag_1_453,0.0
cat__diag_1_452,0.0
cat__diag_1_451,0.0
cat__diag_1_448,0.0
cat__diag_1_447,0.0
cat__diag_1_446,0.0
cat__diag_1_445,0.0
cat__diag_1_444,0.0
cat__diag_1_170,0.0
cat__diag_1_442,0.0
cat__diag_1_441,0.0
cat__diag_1_171,0.0
cat__diag_1_438,0.0
cat__diag_1_437,0.0
cat__diag_1_436,0.0
cat__diag_1_172,0.0
cat__diag_1_173,0.0
cat__diag_1_433,0.0
cat__diag_1_471,0.0
cat__diag_1_473,0.0
cat__diag_1_474,0.0
cat__diag_1_495,0.0
cat__diag_1_518,0.0
cat__diag_1_516,0.0
cat__diag_1_515,0.0
cat__diag_1_514,0.0
cat__diag_1_513,0.0
cat__diag_1_512,0.0
cat__diag_1_510,0.0
cat__diag_1_508,0.0
cat__diag_1_163,0.0
cat__diag_1_501,0.0
cat__diag_1_500,0.0
cat__diag_1_5,0.0
cat__diag_1_496,0.0
cat__diag_1_494,0.0
cat__diag_1_475,0.0
cat__diag_1_164,0.0
cat__diag_1_492,0.0
cat__diag_1_491,0.0
cat__diag_1_490,0.0
cat__diag_1_49,0.0
cat__diag_1_487,0.0
cat__diag_1_485,0.0
cat__diag_1_483,0.0
cat__diag_1_482,0.0
cat__diag_1_481,0.0
cat__diag_1_480,0.0
cat__diag_1_48,0.0
cat__diag_1_477,0.0
cat__diag_1_432,0.0
cat__diag_1_430,0.0
cat__diag_1_349,0.0
cat__diag_1_429,0.0
cat__diag_1_382,0.0
cat__diag_1_381,0.0
cat__diag_1_380,0.0
cat__diag_1_38,0.0
cat__diag_1_379,0.0
cat__diag_1_378,0.0
cat__diag_1_377,0.0
cat__diag_1_376,0.0
cat__diag_1_375,0.0
cat__diag_1_374,0.0
cat__diag_1_370,0.0
cat__diag_1_369,0.0
cat__diag_1_368,0.0
cat__diag_1_366,0.0
cat__diag_1_363,0.0
cat__diag_1_362,0.0
cat__diag_1_361,0.0
cat__diag_1_360,0.0
cat__diag_1_36,0.0
cat__diag_1_359,0.0
cat__diag_1_357,0.0
cat__diag_1_356,0.0
cat__diag_1_355,0.0
cat__diag_1_354,0.0
cat__diag_1_353,0.0
cat__diag_1_352,0.0
cat__diag_1_351,0.0
cat__diag_1_350,0.0
cat__diag_1_35,0.0
cat__diag_1_383,0.0
cat__diag_1_384,0.0
cat__diag_1_385,0.0
cat__diag_1_413,0.0
cat__diag_1_175,0.0
cat__diag_1_179,0.0
cat__diag_1_180,0.0
cat__diag_1_425,0.0
cat__diag_1_423,0.0
cat__diag_1_422,0.0
cat__diag_1_421,0.0
cat__diag_1_420,0.0
cat__diag_1_42,0.0
cat__diag_1_417,0.0
cat__diag_1_416,0.0
cat__diag_1_182,0.0
cat__diag_1_183,0.0
cat__diag_1_412,0.0
cat__diag_1_388,0.0
cat__diag_1_411,0.0
cat__diag_1_41,0.0
cat__diag_1_405,0.0
cat__diag_1_404,0.0
cat__diag_1_184,0.0
cat__diag_1_401,0.0
cat__diag_1_398,0.0
cat__diag_1_397,0.0
cat__diag_1_396,0.0
cat__diag_1_395,0.0
cat__diag_1_394,0.0
cat__diag_1_391,0.0
cat__diag_1_39,0.0
cat__diag_1_922,0.0
cat__diag_1_924,0.0
cat__diag_2_8,0.0
cat__diag_2_484,0.0
cat__diag_2_531,0.0
cat__diag_2_53,0.0
cat__diag_2_528,0.0
cat__diag_2_527,0.0
cat__diag_2_524,0.0
cat__diag_2_523,0.0
cat__diag_2_522,0.0
cat__diag_2_521,0.0
cat__diag_2_520,0.0
cat__diag_2_519,0.0
cat__diag_2_517,0.0
cat__diag_2_516,0.0
cat__diag_2_515,0.0
cat__diag_2_514,0.0
cat__diag_2_513,0.0
cat__diag_2_512,0.0
cat__diag_2_510,0.0
cat__diag_2_508,0.0
cat__diag_2_506,0.0
cat__diag_2_501,0.0
cat__diag_2_500,0.0
cat__diag_2_496,0.0
cat__diag_2_495,0.0
cat__diag_2_494,0.0
cat__medical_specialty_Surgery-Maxillofacial,0.0
cat__diag_2_492,0.0
cat__diag_2_491,0.0
cat__diag_2_490,0.0
cat__diag_2_487,0.0
cat__diag_2_532,0.0
cat__diag_2_533,0.0
cat__diag_2_535,0.0
cat__diag_2_567,0.0
cat__diag_2_580,0.0
cat__diag_2_579,0.0
cat__medical_specialty_Surgeon,0.0
cat__diag_2_577,0.0
cat__diag_2_576,0.0
cat__diag_2_575,0.0
cat__diag_2_574,0.0
cat__diag_2_573,0.0
cat__diag_2_572,0.0
cat__medical_specialty_Surgery-Colon&Rectal,0.0
cat__diag_2_570,0.0
cat__diag_2_569,0.0
cat__diag_2_568,0.0
cat__diag_2_566,0.0
cat__diag_2_537,0.0
cat__diag_2_565,0.0
cat__diag_2_564,0.0
