epoch,train_loss
1,0.49278646392378656
2,0.47542779182224365
3,0.47267598815242623
4,0.4732684487880294
5,0.472633975849749
6,0.47212775160147163
7,0.4716807248998854
8,0.4715333424208888
9,0.4702804992264864
